uidp_original,occupation,occ_name,In-detail Category (edited),Broad Category
L0411183844,DK/NR,No Responce,,
L0408155541,DK/NR,No Responce,,
L0417185019,Employed (full-time),No Response,,
L0417203207,Employed (full-time),No Response,,
L0418175049,Employed (full-time),No Response,,
L0417165927,DK/NR,No Response,,
L0413150247,DK/NR,No Response,,
L0421163321,Employed (full-time),No Response,,
L0421172710,Employed (full-time),No Response,,
L0408154602,DK/NR,No Time Busy Person,,
L0221172813,DK/NR,No Time He Went Fast,,
L0421180924,"Unemployed, not working, disabled or retired",No Work,,
L0425201513_7BC8,Student,No Work Ph D Student,Student,Student
L0424102820_1F43,"Unemployed, not working, disabled or retired",No Wrk,,
L0408123717,Student,Not Applicable,Student,Student
L0407125128,Student,Not Apply,Student,Student
L0424082616_5F51,Employed (full-time),Not Ask,,
L0424082037_9F1D,DK/NR,Not Ask,,
L0413110649,DK/NR,Not Ask,,
L0414095428,DK/NR,Not Ask,,
L0422090000_186F,DK/NR,Not Asked,,
L0502115812_59EF,DK/NR,Not Asked,,
L0420075950,DK/NR,Not Asked,,
L0503103457_DB04,DK/NR,Not Asked,,
L0418100526,DK/NR,Not Asked,,
L0422115349_80E2,DK/NR,Not Asked,,
L0504111243_3B4C,DK/NR,Not Asked,,
L0428132807_2EEA,DK/NR,Not Asked,,
L0426111104_F81D,DK/NR,Not Asked,,
L0512104411_F502,DK/NR,Not Asked,,
L0418122216,DK/NR,Not Asked And He Is Very Busy,,
L0419083640,DK/NR,Not Asked He Is Busy But He Interested To Participate In Study,,
L0417141549,DK/NR,Not Resaponse,,
L0418120757,DK/NR,Not Respond Hegone,,
L0418165816,DK/NR,Not Response,,
L0422170007_F193,DK/NR,Not Response,,
L0308150420,DK/NR,Not Said,,
L0303101907,Employed (full-time),Not Said Clearly,,
L0413104620,DK/NR,Not Tell,,
L0421110726,DK/NR,Note Reaspones,,
L0418091355,DK/NR,Note Resaponens,,
L0421091815,DK/NR,Note Resapones,,
L0412082502,DK/NR,Note Respones,,
L0412153305,Student,Nsdc,Student,Student
L0419103605,Employed (full-time),Nt Ask,,
L0410125535,DK/NR,Nt Respons,,
L0523161238_9388,Employed (full-time),Ot Technician,Specialized engineers,Technical/White Collar (High)
L0522165903_82AA,Self-employed,Owner,,
L0516085227_304F,Self-employed,Odobien,,
L0504113002_D087,Employed (full-time),Ofc Calexon,,
L0612085254_1ED6,Employed (full-time),Off,,
L0410112924,Other,Offic,,
L0418092550,Employed (full-time),Offic Adamin,Office staff (low- medium),Technical/White Collar (Medium)
L0309163018,Employed (full-time),Officce Assitance,Office staff (low- medium),Technical/White Collar (Medium)
L0308090144,Employed (full-time),Office Accountance,Office staff (low- medium),Technical/White Collar (Medium)
L0504190831_8B2F,Employed (full-time),Office Admin,Office staff (low- medium),Technical/White Collar (Medium)
L0426163446_47BD,Employed (full-time),Office Admin,Office staff (low- medium),Technical/White Collar (Medium)
L0408103823,Self-employed,Office Assistance,Office staff (low- medium),Technical/White Collar (Medium)
L0221191910,Employed (full-time),Office Assistant,Office staff (low- medium),Technical/White Collar (Medium)
L0310173248,Employed (full-time),Office Assitance,Office staff (low- medium),Technical/White Collar (Medium)
L0414184344,Employed (full-time),Office Banked Worker,Bank worker,Technical/White Collar (Medium)
L0220182331,Employed (full-time),Office Clerk,Office staff (low- medium),Technical/White Collar (Medium)
L0310094449,Employed (full-time),Office Executiv,Office staff (low- medium),Technical/White Collar (Medium)
L0303195811,Self-employed,Office Manager,Manager,Technical/White Collar (Medium)
L0412125743,Employed (full-time),"Office Mgt ,,,Parmaweld Pvt",,
L0222183039,Employed (full-time),Office Mngment,Office staff (low- medium),Technical/White Collar (Medium)
L0525083015_C375,Employed (full-time),Office Work,,
L0607113736_005E,Employed (full-time),Office Work,,
L0607101910_B868,Government employee,Officer,Government employee,Technical/White Collar (Medium)
L0302191725,Employed (full-time),Officer,,
L0612083720_ED39,Employed (full-time),Officer,,
L0304113042,Employed (full-time),Officer,,
L0407200059,Student,Onely Student,Student,Student
L0413163033,Employed (full-time),Online Exuctive,Office staff (low- medium),Technical/White Collar (Medium)
L0304154124,Employed (full-time),Operation Manger,Manager,Technical/White Collar (Medium)
L0308163524,Employed (full-time),Operter,Office staff (low- medium),Technical/White Collar (Medium)
L0427162736_E8CD,Employed (full-time),Oppo Team Leader,Office staff (low- medium),Technical/White Collar (Medium)
L0410153405,Employed (full-time),Opration Incharge,Office staff (low- medium),Technical/White Collar (Medium)
L0425162910_7EBA,Employed (full-time),Opreters At Amco Batry,Office staff (low- medium),Technical/White Collar (Medium)
L0411163820,Employed (full-time),Opt Maneger,Manager,Technical/White Collar (Medium)
L0408191443,Employed (full-time),Otpinternet Pvt Ltd Cto,,
L0505114302_B406,Self-employed,Ow,,
L0513112937_5931,Self-employed,Owan Busenas,Business Owner,Businees Owner (high)
L0516115619_A854,Self-employed,Owan Busanas,Business Owner,Miscellaneous Shop Owner (medium)
L0518125309_EEDF,Self-employed,Owan Busanas,Business Owner,Businees Owner (high)
L0520105847_63C7,Self-employed,Owan Busanas,Business Owner,Miscellaneous Shop Owner (medium)
L0511090109_C850,Self-employed,Owan Busaneas,Business Owner,Miscellaneous Shop Owner (medium)
L0513121720_B6DC,Self-employed,Owan Busaneas,Business Owner,Miscellaneous Shop Owner (medium)
L0511121509_536A,Self-employed,Owan Busaneas,Business Owner,Businees Owner (high)
L0426113753_3F85,Self-employed,Owan Busanes,Business Owner,Miscellaneous Shop Owner (medium)
L0513083734_1F3F,Self-employed,Owan Buseanas,Business Owner,Businees Owner (high)
L0511102846_87DE,Self-employed,Owan Busenas,Business Owner,Businees Owner (high)
L0512085039_B7AB,Self-employed,Owan Busenas,Business Owner,Miscellaneous Shop Owner (medium)
L0515105708_2909,Employed (full-time),Owan Busyanas,,
L0517112705_36A0,Self-employed,Owan Busyanas,Business Owner,Miscellaneous Shop Owner (medium)
L0523110653_7242,Self-employed,Owan Busyanas,Business Owner,Miscellaneous Shop Owner (medium)
L0522104142_1065,Self-employed,Owan Busyanas,Business Owner,Miscellaneous Shop Owner (medium)
L0517123824_925C,Self-employed,Owan Busyanes,Business Owner,Miscellaneous Shop Owner (medium)
L0504115456_E673,Self-employed,Owan Busyenas,Business Owner,Miscellaneous Shop Owner (medium)
L0505091407_99D8,Self-employed,Owan Busyneas,Business Owner,Miscellaneous Shop Owner (medium)
L0513120358_63AD,Self-employed,Owan Cab Ide,Driver/Delivery,Businees Owner (high)
L0520082838_A13A,Employed (full-time),Owen Bsz,,
L0410130753,Self-employed,Owen Bsz,Business Owner,Miscellaneous Shop Owner (medium)
L0418091132,Employed (full-time),Owen Compy,,
L0517101730_0B1A,Employed (full-time),Owen Hotel,Hotel/food Industry,Miscellaneous Shop Owner (medium)
L0222122806,Self-employed,Own Company,Business Owner,Businees Owner (high)
L0309091206,Self-employed,Own Business,Business Owner,Miscellaneous Shop Owner (medium)
L0303092525,Self-employed,Own Drivar Drop Tha School Childrans,Driver/Delivery,Blue Collar - mobile
L0304100913,Self-employed,Own Driwar Pick The Pesengers,Driver/Delivery,Blue Collar - mobile
L0318112732,Self-employed,Own Factory,Business Owner,Businees Owner (high)
L0331092834,Self-employed,Own Travals,Business Owner,Miscellaneous Shop Owner (medium)
L0414195231,Self-employed,Own B,Business Owner,Miscellaneous Shop Owner (medium)
L0418153316,Self-employed,Own Buginess,Business Owner,Miscellaneous Shop Owner (medium)
L0420203658,Employed (full-time),Own Buginess,,
L0421165214,Self-employed,Own Busieness,Business Owner,Miscellaneous Shop Owner (medium)
L0425105803_8497,Employed (full-time),Own Busines,,
L0304090212,Self-employed,Own Business,Business Owner,Miscellaneous Shop Owner (medium)
L0420082919,Employed (full-time),Own Business,,
L0306110536,Self-employed,Own Business,Business Owner,Miscellaneous Shop Owner (medium)
L0306095359,Self-employed,Own Business,Business Owner,Miscellaneous Shop Owner (medium)
L0301101122,Self-employed,Own Business,Business Owner,Miscellaneous Shop Owner (medium)
L0306112304,Self-employed,Own Business,Business Owner,Businees Owner (high)
L0223091612,Self-employed,Own Business,Business Owner,Miscellaneous Shop Owner (medium)
L0306105007,Self-employed,Own Business,Business Owner,Miscellaneous Shop Owner (medium)
L0221104641,Self-employed,Own Business,Business Owner,Miscellaneous Shop Owner (medium)
L0228092641,Self-employed,Own Business,Business Owner,Miscellaneous Shop Owner (medium)
L0222180428,Self-employed,Own Business,Business Owner,Miscellaneous Shop Owner (medium)
L0411132145,Self-employed,Own Business,Business Owner,Businees Owner (high)
L0227095537,Self-employed,Own Business,Business Owner,Miscellaneous Shop Owner (medium)
L0603122726_2CEC,Self-employed,Own Business,Business Owner,Miscellaneous Shop Owner (medium)
L0504170536_AF32,Employed (full-time),Own Business,,
L0413201144,Self-employed,Own Business,Business Owner,Miscellaneous Shop Owner (medium)
L0420164633,Self-employed,Own Business Travellers,Business Owner,Miscellaneous Shop Owner (medium)
L0414184538,Employed (full-time),Own Busnes,,
L0428164215_71C7,Employed (full-time),Own Busness,,
L0428174543_38D8,Employed (full-time),Own Busness,,
L0408102141,Self-employed,Own Comany Owner,Business Owner,Miscellaneous Shop Owner (medium)
L0531190648_34E7,Self-employed,Own Company Managing Director,Business Owner,Businees Owner (high)
L0327134942,Self-employed,Own Driver,Driver/Delivery,Blue Collar - mobile
L0303115708,Self-employed,Own Driwar,Driver/Delivery,Blue Collar - mobile
L0420174825,Employed part-time,Own Stor,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0321131921,Self-employed,Own Travals,Business Owner,Businees Owner (high)
L0311101206,Self-employed,Own Travals,Business Owner,Businees Owner (high)
L0419191818,Employed (full-time),Own Travel,,
L0307094926,Self-employed,Own Vichal Drop The Pessanger,Driver/Delivery,Blue Collar - mobile
L0424083618_3AE2,Self-employed,Own Wrk,Business Owner,Businees Owner (high)
L0429154119_49B8,Employed (full-time),Ownbusnes,,
L0425094448_5287,Employed (full-time),Owne Bsz,,
L0413152437,Employed (full-time),Owner,,
L0418183139,Self-employed,Owner,Business Owner,Businees Owner (high)
L0418194907,Self-employed,Owner,Business Owner,Businees Owner (high)
L0424182757_2F84,Self-employed,Owner Of Trader,Business Owner,Businees Owner (high)
L0422164344_CD50,Self-employed,Owner Of Manufacturing,Business Owner,Businees Owner (high)
L0406194316,Self-employed,P G Owner,Business Owner,Businees Owner (high)
L0424195449_DC6B,Employed (full-time),P R O Work,,
L0410184942,Self-employed,Pg Incharge,Business Owner,Businees Owner (high)
L0412201007,Employed (full-time),Painter,Contract workers,Blue Collar - mobile
L0506172052_1EE3,Employed (full-time),Painting Contact,Contract workers,Blue Collar - mobile
L0512165349_5360,Employed (full-time),Painting Contract,Contract workers,Blue Collar - mobile
L0209115502,Self-employed,Painting Contractor,Contract workers,Blue Collar - mobile
L0418084935,Self-employed,Paintings,Contract workers,Blue Collar - mobile
L0425184659_BAD6,Self-employed,Panting Contract,Contract workers,Blue Collar - mobile
L0506154130_295D,Self-employed,Papayi Sales,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0410113035,Employed (full-time),Parlal Sales Man,Sales person,Blue Collar - mobile
L0512161408_F829,Employed (full-time),Parmarsist,Manual/Non-Office workers,Blue Collar - fixed
L0407192802,Employed part-time,Part Time Lecterer,Teacher/Lecturer,Specialized professions
L0421174356,Self-employed,Partner,,
L0520103317_07C6,Employed (full-time),Pass Port Agents,Office staff (low- medium),Technical/White Collar (Medium)
L0508112224_0FF3,Employed (full-time),Payanear Compny,,
L0509185111_F639,Employed (full-time),Payment Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0518102525_8699,Employed (full-time),Paytm,,
L0511175148_0FD1,Employed (full-time),Paytm Marketing,Office staff (low- medium),Technical/White Collar (Medium)
L0427143727_B60F,Employed (full-time),Pe Teacher,Teacher/Lecturer,Specialized professions
L0524094659_AED9,Employed (full-time),Pentig Work,Contract workers,Blue Collar - mobile
L0522100407_CF2B,Employed (full-time),Penting,Contract workers,Blue Collar - mobile
L0426122119_D8BD,Employed (full-time),Pepar Adavatesar,Manual/Non-Office workers,Blue Collar - mobile
L0309092536,Employed (full-time),Perol Speclist,,
L0221091319,Employed (full-time),Personal Driver,Driver/Delivery,Blue Collar - mobile
L0221104023,Employed (full-time),Personal Driwer,Driver/Delivery,Blue Collar - mobile
L0418151241,Employed (full-time),Personal Assistent At Bbmp Corporater,Government employee,Specialized professions
L0502161511_AAF4,Employed (full-time),Pest Control,Manual/Non-Office workers,Blue Collar - mobile
L0425154007_920D,Employed (full-time),Pest Control Mentened,Manual/Non-Office workers,Blue Collar - mobile
L0421173317,Employed (full-time),Petrol Bunk Casiyar,Cashier,Blue Collar - fixed
L0422100656_08DF,Employed (full-time),Pharmacist,Office staff (low- medium),Blue Collar - fixed
L0506110207_811A,Self-employed,Phone Shoap Ide Own Busynes,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0424084355_8B29,Government employee,Phosta Offic,Government employee,Specialized professions
L0509164838_9F37,Self-employed,Photo Graper,Business Owner,Specialized professions
L0504130449_B1D5,Self-employed,Photo Grafare,Business Owner,Specialized professions
L0513120038_1D0C,Self-employed,Photo Grafi,Business Owner,Specialized professions
L0419082621,Employed (full-time),Photograph,,
L0511104345_9AB6,Employed (full-time),Physiopherapist,Doctor,Specialized professions
L0408195342,Employed (full-time),Physiotherapist,Doctor,Specialized professions
L0426120050_F0B0,Employed (full-time),Pilad Worak,Field worker,Blue Collar - mobile
L0420122806,Employed (full-time),Pinting Pres,Office staff (low- medium),Technical/White Collar (Medium)
L0516173341_4C53,Employed (full-time),Piping Designer,Other,Other
L0227103915,Employed (full-time),Plamar,Manual/Non-Office workers,Blue Collar - mobile
L0419174134,Self-employed,Plamber,Manual/Non-Office workers,Blue Collar - mobile
L0413122026,Self-employed,Plambing,Manual/Non-Office workers,Blue Collar - mobile
